首字母,等级,文件名,歌名,歌手,类型,技能,状态,先后,爆点,bar,box,开头描述,结尾描述,分数,指数
,,Dogs Eating Dogs 4k节奏转谱 280.5.xml,"Dogs Eating Dogs 4k节奏转谱","Blink-182",非押爆,极限,分开,二爆,751,58,11,A - 一轨单点,A - 一轨单点,4927240,106 + 0.0
,,Dogs Eating Dogs 4k节奏转谱 280.5.xml,"Dogs Eating Dogs 4k节奏转谱","Blink-182",非押爆,极限,分开,一爆,694,53,0,A - 三四轨滑键,A - 三轨单点,4927240,106 + 0.0
,,Dogs Eating Dogs 4k节奏转谱 280.5.xml,"Dogs Eating Dogs 4k节奏转谱","Blink-182",非押爆,极限,分开,二爆,752,58,14,A - 三轨单点,A - 三轨单点,4927240,106 + 0.0
,,Dogs Eating Dogs 4k节奏转谱 280.5.xml,"Dogs Eating Dogs 4k节奏转谱","Blink-182",非押爆,极限,分开,一爆,694,53,0,A - 三四轨滑键,A - 三轨单点,4927240,106 + 0.0
,,Dogs Eating Dogs 4k节奏转谱 280.5.xml,"Dogs Eating Dogs 4k节奏转谱","Blink-182",非押爆,极限,分开,二爆,753,58,17,A - 一轨单点,A - 一轨单点,4927240,106 + 0.0
,,Dogs Eating Dogs 4k节奏转谱 280.5.xml,"Dogs Eating Dogs 4k节奏转谱","Blink-182",非押爆,极限,分开,一爆,694,53,0,A - 三四轨滑键,A - 三轨单点,4927240,106 + 0.0
,,Dogs Eating Dogs 4k节奏转谱 280.5.xml,"Dogs Eating Dogs 4k节奏转谱","Blink-182",非押爆,极限,分开,二爆,754,58,20,A - 三四轨滑键,A - 三轨单点,4927240,106 + 0.0
,,Dogs Eating Dogs 4k节奏转谱 280.5.xml,"Dogs Eating Dogs 4k节奏转谱","Blink-182",非押爆,极限,分开,一爆,694,53,0,A - 三四轨滑键,A - 三轨单点,4927240,106 + 0.0
,,Dogs Eating Dogs 4k节奏转谱 280.5.xml,"Dogs Eating Dogs 4k节奏转谱","Blink-182",非押爆,极限,分开,二爆,755,58,23,A - 一轨单点,A - 一轨单点,4927240,106 + 0.0
,,Dogs Eating Dogs 4k节奏转谱 280.5.xml,"Dogs Eating Dogs 4k节奏转谱","Blink-182",非押爆,极限,分开,一爆,694,53,0,A - 三四轨滑键,A - 三轨单点,4927240,106 + 0.0
,,Dogs Eating Dogs 4k节奏转谱 280.5.xml,"Dogs Eating Dogs 4k节奏转谱","Blink-182",非押爆,极限,分开,二爆,756,58,26,A - 三轨单点,A - 三轨单点,4927240,106 + 0.0
,,Dogs Eating Dogs 4k节奏转谱 280.5.xml,"Dogs Eating Dogs 4k节奏转谱","Blink-182",押爆,极限,分开,一爆,687,52,19,A - 二轨长条左滑、三轨单点,A - 一轨单点,4931392,108 + 0.4
,,Dogs Eating Dogs 4k节奏转谱 280.5.xml,"Dogs Eating Dogs 4k节奏转谱","Blink-182",押爆,极限,分开,二爆,1510,112,19,A - 二轨单点、四轨长条左滑,A - 四轨单点,4931392,108 + 0.4
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",非押爆,爆气,分开,一爆,734,58,20,A - 一轨单点、五轨长条开始,A - 一轨单点、四轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",非押爆,爆气,分开,二爆,1348,102,22,A - 二轨单点、五轨长条开始,A - 二轨单点、四轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,一爆,734,58,16,A - 一轨单点、五轨长条开始,A - 一轨单点、四轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,二爆,1340,101,26,A - 五轨单点,A - 二轨单点、四轨长条结尾,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,一爆,734,58,16,A - 一轨单点、五轨长条开始,A - 一轨单点、四轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,二爆,1342,102,0,A - 四轨单点,A - 一轨单点、五轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,一爆,734,58,16,A - 一轨单点、五轨长条开始,A - 一轨单点、四轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,二爆,1344,102,6,A - 五轨单点,A - 二轨单点、四轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,一爆,734,58,16,A - 一轨单点、五轨长条开始,A - 一轨单点、四轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,二爆,1346,102,12,A - 四轨单点,A - 一轨单点、三轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,一爆,734,58,16,A - 一轨单点、五轨长条开始,A - 一轨单点、四轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,二爆,1348,102,18,A - 二轨单点、五轨长条开始,A - 二轨单点、四轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,一爆,734,58,17,A - 一轨单点、五轨长条开始,A - 一轨单点、四轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,二爆,1340,101,26,A - 五轨单点,A - 二轨单点、四轨长条结尾,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,一爆,734,58,17,A - 一轨单点、五轨长条开始,A - 一轨单点、四轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,二爆,1342,102,0,A - 四轨单点,A - 一轨单点、五轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,一爆,734,58,17,A - 一轨单点、五轨长条开始,A - 一轨单点、四轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,二爆,1344,102,6,A - 五轨单点,A - 二轨单点、四轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,一爆,734,58,17,A - 一轨单点、五轨长条开始,A - 一轨单点、四轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,二爆,1346,102,12,A - 四轨单点,A - 一轨单点、三轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,一爆,734,58,17,A - 一轨单点、五轨长条开始,A - 一轨单点、四轨单点,4000677,121 - 0.3
,,Asura 5k节奏转谱 265.5.xml,"Asura 5k节奏转谱","AstroKid",押爆,爆气,分开,二爆,1348,102,18,A - 二轨单点、五轨长条开始,A - 二轨单点、四轨单点,4000677,121 - 0.3
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",非押爆,爆气,分开,一爆,1116,95,0,A - 一轨单点、四轨长条右滑,A - 二轨单点、五轨长条左滑,4125168,121 + 0.0
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",非押爆,爆气,分开,二爆,1417,110,24,A - 一轨长条开始、五轨长条开始,A - 二轨单点,4125168,121 + 0.0
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",非押爆,爆气,分开,一爆,1127,95,18,A - 二轨长条左滑、四轨单点,A - 三轨单点、四轨长条右滑,4125168,121 + 0.0
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",非押爆,爆气,分开,二爆,1417,110,24,A - 一轨长条开始、五轨长条开始,A - 二轨单点,4125168,121 + 0.0
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",非押爆,爆气,分开,一爆,1163,97,14,A - 一轨长条右滑、四轨单点,A - 三轨单点、四轨长条右滑,4125168,121 + 0.0
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",非押爆,爆气,分开,二爆,1417,110,24,A - 一轨长条开始、五轨长条开始,A - 二轨单点,4125168,121 + 0.0
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",非押爆,爆气,分开,一爆,1174,98,0,A - 一轨单点、五轨长条左滑,A - 一轨单点、五轨长条左滑,4125168,121 + 0.0
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",非押爆,爆气,分开,二爆,1417,110,24,A - 一轨长条开始、五轨长条开始,A - 二轨单点,4125168,121 + 0.0
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",非押爆,爆气,分开,一爆,1185,98,18,A - 三轨单点、五轨长条左滑,A - 三轨单点、四轨长条右滑,4125168,121 + 0.0
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",非押爆,爆气,分开,二爆,1417,110,24,A - 一轨长条开始、五轨长条开始,A - 二轨单点,4125168,121 + 0.0
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",押爆,爆气,分开,一爆,1114,94,28,A - 四轨长条中间,A - 二轨单点、五轨长条左滑,4133654,123 - 0.4
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",押爆,爆气,分开,二爆,1417,110,23,A - 一轨长条开始、五轨长条开始,A - 四轨单点,4133654,123 - 0.4
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",押爆,爆气,分开,一爆,1125,95,14,A - 二轨长条中间,A - 三轨单点、四轨长条右滑,4133654,123 - 0.4
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",押爆,爆气,分开,二爆,1417,110,23,A - 一轨长条开始、五轨长条开始,A - 四轨单点,4133654,123 - 0.4
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",押爆,爆气,分开,一爆,1161,97,10,A - 一轨长条中间,A - 三轨单点、四轨长条右滑,4133654,123 - 0.4
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",押爆,爆气,分开,二爆,1417,110,23,A - 一轨长条开始、五轨长条开始,A - 四轨单点,4133654,123 - 0.4
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",押爆,爆气,分开,一爆,1172,97,28,A - 五轨长条中间,A - 一轨单点、五轨长条左滑,4133654,123 - 0.4
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",押爆,爆气,分开,二爆,1417,110,23,A - 一轨长条开始、五轨长条开始,A - 四轨单点,4133654,123 - 0.4
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",押爆,爆气,分开,一爆,1189,98,26,A - 一轨长条中间,A - 二轨单点、五轨长条中间,4133654,123 - 0.4
,,Goldtown 5k节奏转谱 240.xml,"Goldtown 5k节奏转谱","Memme",押爆,爆气,分开,二爆,1417,110,23,A - 一轨长条开始、五轨长条开始,A - 四轨单点,4133654,123 - 0.4
,,Drama 4k节奏转谱 268.xml,"Drama 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,896,90,28,A - 三轨单点,A - 二一轨滑键、四轨长条开始,3887993,98 + 0.1
,,Drama 4k节奏转谱 268.xml,"Drama 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1319,123,16,A - 四轨单点,A - 四轨长条中间,3887993,98 + 0.1
,,Drama 4k节奏转谱 268.xml,"Drama 4k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,895,90,24,A - 三轨单点,A - 二一轨滑键、四轨长条开始,3891107,100 - 0.1
,,Drama 4k节奏转谱 268.xml,"Drama 4k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1321,123,24,A - 三轨长条开始,A - 一轨单点、四轨长条中间,3891107,100 - 0.1
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,690,95,6,A - 二轨单点,A - 四轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,797,107,6,A - 一轨单点,A - 四轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,690,95,6,A - 二轨单点,A - 四轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,798,107,9,A - 三轨单点,A - 四轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,690,95,6,A - 二轨单点,A - 四轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,799,107,12,A - 四轨单点,A - 一轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,690,95,6,A - 二轨单点,A - 四轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,800,107,15,A - 二轨单点,A - 一轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,690,95,6,A - 二轨单点,A - 四轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,801,107,18,A - 三轨单点,A - 二轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,690,95,6,A - 二轨单点,A - 四轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,802,107,21,A - 一轨单点,A - 三轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,690,95,6,A - 二轨单点,A - 四轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,803,107,24,A - 二轨单点,A - 四轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,691,95,9,A - 三轨单点,A - 四轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,797,107,6,A - 一轨单点,A - 四轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,691,95,9,A - 三轨单点,A - 四轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,798,107,9,A - 三轨单点,A - 四轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,691,95,9,A - 三轨单点,A - 四轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,799,107,12,A - 四轨单点,A - 一轨单点,2817776,101 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,690,95,5,A - 二轨单点,A - 四轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,797,107,5,A - 一轨单点,A - 四轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,690,95,5,A - 二轨单点,A - 四轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,798,107,8,A - 三轨单点,A - 一轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,690,95,5,A - 二轨单点,A - 四轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,799,107,11,A - 四轨单点,A - 一轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,690,95,5,A - 二轨单点,A - 四轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,800,107,14,A - 二轨单点,A - 二轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,690,95,5,A - 二轨单点,A - 四轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,801,107,17,A - 三轨单点,A - 三轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,690,95,5,A - 二轨单点,A - 四轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,802,107,20,A - 一轨单点,A - 四轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,690,95,6,A - 二轨单点,A - 四轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,798,107,8,A - 三轨单点,A - 一轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,690,95,6,A - 二轨单点,A - 四轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,799,107,11,A - 四轨单点,A - 一轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,690,95,6,A - 二轨单点,A - 四轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,800,107,14,A - 二轨单点,A - 二轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,690,95,6,A - 二轨单点,A - 四轨单点,2828384,103 + 0.0
,,Beethoven Virus 4k节奏转谱 234.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,801,107,17,A - 三轨单点,A - 三轨单点,2828384,103 + 0.0
,,Toy War 4k节奏转谱 240.xml,"Toy War 4k节奏转谱","M2U",非押爆,爆气,分开,一爆,710,68,18,A - 三轨单点,A - 二轨单点,3888596,131 - 0.3
,,Toy War 4k节奏转谱 240.xml,"Toy War 4k节奏转谱","M2U",非押爆,爆气,分开,二爆,817,74,24,A - 三轨单点,A - 一轨长条中间、四轨长条中间,3888596,131 - 0.3
,,Toy War 4k节奏转谱 240.xml,"Toy War 4k节奏转谱","M2U",押爆,爆气,分开,一爆,675,65,8,A - 二轨长条中间,A - 二轨长条左滑、四轨长条左滑,3898144,133 - 0.5
,,Toy War 4k节奏转谱 240.xml,"Toy War 4k节奏转谱","M2U",押爆,爆气,分开,二爆,817,74,24,A - 三轨单点,A - 一轨长条中间、四轨长条中间,3898144,133 - 0.5
,,Extreme Fantasy 4k节奏转谱 228_odd.xml,"Extreme Fantasy 4k节奏转谱","Memme",非押爆,爆气,分开,一爆,1878,111,16,A - 一轨长条开始、二轨长条开始、三轨长条开始、四轨长条开始,A - 四轨长条开始,6489340,183 - 0.2
,,Extreme Fantasy 4k节奏转谱 228_odd.xml,"Extreme Fantasy 4k节奏转谱","Memme",非押爆,爆气,分开,二爆,2585,139,20,A - 四轨单点,A - 一轨长条结尾、二轨长条结尾、三轨长条结尾、四轨长条结尾,6489340,183 - 0.2
,,Extreme Fantasy 4k节奏转谱 228_odd.xml,"Extreme Fantasy 4k节奏转谱","Memme",押爆,爆气,分开,一爆,1874,111,10,A - 一轨长条右滑、四轨长条左滑,A - 二轨长条左滑,6502104,185 + 0.2
,,Extreme Fantasy 4k节奏转谱 228_odd.xml,"Extreme Fantasy 4k节奏转谱","Memme",押爆,爆气,分开,二爆,2322,128,20,A - 二轨长条中间,A - 一轨单点、三轨长条结尾、四轨单点,6502104,185 + 0.2
,,Extreme Fantasy 4k节奏转谱 228_odd.xml,"Extreme Fantasy 4k节奏转谱","Memme",押爆,爆气,分开,一爆,1874,111,10,A - 一轨长条右滑、四轨长条左滑,A - 二轨长条左滑,6502104,185 + 0.2
,,Extreme Fantasy 4k节奏转谱 228_odd.xml,"Extreme Fantasy 4k节奏转谱","Memme",押爆,爆气,分开,二爆,2323,128,21,A - 四轨单点,A - 一轨单点、三轨长条结尾、四轨单点,6502104,185 + 0.2
