字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"永世のクレイドル","鈴華ゆう子",,红色,分开,101 + 163、101 + 338、101 + 400、163 + 338、163 + 400、338 + 400,A - 左边数字 2 单点^^^A - 右边数字 2 单点,A - 右上角数字 5 绿条结尾、左下角数字 6 单点^^^A - 左上角数字 5 绿条结尾、右下角数字 6 单点,224,462,57 + 0.0,101、163、338、400,A - 左边数字 2 单点,A - 右上角数字 5 绿条结尾、左下角数字 6 单点,224,462,1049539,29 - 0.5
R,8,"Radiant","TANGRAM",,,分开,280 + 412,B - 左下角数字 2 单点^^^B - 右下角数字 2 单点,B - 右下角数字 7 绿条开始^^^B - 下面数字 4 绿条中间、上面数字 4 绿条中间,217,454,54 + 0.4,280,B - 左下角数字 2 单点,B - 右下角数字 7 绿条开始,217,454,1112577,27 + 0.2
,,"Ever After","Alice",,,分开,347 + 377、347 + 378,B - 左下角数字 5 单点^^^B - 左下角数字 15 蓝条开始,B - 左边数字 13 单点^^^B - 左上角数字 1 单点,209,411,47 - 0.5,377、378,B - 左下角数字 15 蓝条开始,B - 左上角数字 1 单点,209,411,1014366,24 - 0.5
,,"One In A Billion","Wake Up, May'n!",,,分开,496 + 584,B - 上面数字 3 单点^^^B - 左下角数字 4 蓝条中间,B - 左边数字 7 蓝条结尾、右下角数字 8 单点^^^B - 左边数字 2 单点、中间数字 2 单点,318,656,68 + 0.3,584,B - 左下角数字 4 蓝条中间,B - 左边数字 2 单点、中间数字 2 单点,318,656,1639854,35 - 0.5
W,8,"我只喜欢你","胡夏",,,分开,241 + 344,B - 左上角数字 1 单点^^^B - 左下角数字 1 单点,B - 左边数字 7 绿条开始^^^B - 左下角数字 6 单点,162,420,51 - 0.5,241,B - 左上角数字 1 单点,B - 左边数字 7 绿条开始,162,420,1176725,25 + 0.4
S,7,"Sunny Side Up!","Red Velvet",,红色,分开,129 + 276,A - 左上角数字 1 单点^^^B - 右下角数字 1 单点,A - 左边数字 6 单点^^^B - 右边数字 6 单点,178,348,55 + 0.4,129、276,A - 左上角数字 1 单点,A - 左边数字 6 单点,178,348,937501,28 - 0.3
,,"Snapping","金请夏",,红色,分开,143 + 222、144 + 222,B - 左上角数字 2 单点^^^B - 右上角数字 3 蓝条开始,B - 左下角数字 5 蓝条中间^^^B - 左下角数字 7 单点,116,258,49 - 0.1,222,B - 右上角数字 3 蓝条开始,B - 左下角数字 7 单点,116,258,804104,25 - 0.1
,,"长安巷","排骨教主",,红色,分开,114 + 192、114 + 193,B - 左上角数字 1 单点^^^B - 左下角数字 10 单点,B - 左边数字 8 单点^^^B - 右下角数字 7 单点,113,227,48 - 0.4,114、192、193,B - 左上角数字 1 单点,B - 左边数字 8 单点,113,227,619467,24 - 0.2
B,7,"Birthday","罗志祥",,,分开,98 + 241、98 + 242,A - 右边数字 1 单点^^^B - 右上角数字 1 单点,A - 左边数字 4 单点^^^B - 左下角数字 3 单点,240,402,51 + 0.0,241、242,B - 右上角数字 1 单点,B - 左下角数字 3 单点,240,402,1053673,26 + 0.1
,,"アリエラ","佐香智久/天月-あまつき-",,,分开,138 + 354、138 + 356、138 + 357、138 + 354、138 + 356、138 + 357、139 + 354、139 + 356、139 + 357、139 + 354,A - 右下角数字 3 绿条中间^^^B - 右下角数字 3 绿条中间,A - 左边数字 6 单点^^^B - 左边数字 6 单点,227,513,72 + 0.2,138、140、141、354、356、357,A - 右下角数字 3 绿条中间,A - 左边数字 6 单点,227,513,1488802,36 + 0.1
L,9,"啰哩叭唆","陈嘉桦",20,,分开,101 + 333、101 + 334、101 + 333、101 + 334、101 + 333、101 + 334、101 + 333、101 + 334、101 + 333、101 + 334,A - 左下角数字 2 单点^^^B - 右上角数字 2 单点,A - 左上角数字 6 蓝条结尾、右下角数字 7 单点^^^B - 右下角数字 6 蓝条结尾、左上角数字 7 单点,222,454,56 + 0.0,101、102、333、334,A - 左下角数字 2 单点,A - 左上角数字 6 蓝条结尾、右下角数字 7 单点,222,454,1352117,28 + 0.0
,,"Leave Out All The Rest","Linkin Park",,红色,分开,99 + 291、99 + 292,A - 右边数字 4 蓝条中间^^^B - 左边数字 4 蓝条开始,A - 右下角数字 9 单点^^^B - 左下角数字 8 单点,231,511,60 - 0.2,291、292,B - 左边数字 4 蓝条开始,B - 左下角数字 8 单点,231,511,1107197,30 - 0.1
Q,7,"群居动物","胡66",,,分开,90 + 284、90 + 291、90 + 292、91 + 284、91 + 291、91 + 292、91 + 284、91 + 291、91 + 292、91 + 284,A - 右下角数字 7 绿条中间^^^B - 右下角数字 1 单点,A - 右下角数字 6 单点^^^B - 右上角数字 10 绿条开始,178,357,48 + 0.4,284、291、292,B - 右下角数字 1 单点,B - 右上角数字 10 绿条开始,178,357,949609,24 + 0.2
,,"I Still Do","Why Don't We",,红色,分开,87 + 188、87 + 189、87 + 188、87 + 189、87 + 188、87 + 189、87 + 188、87 + 189、87 + 188、87 + 189,A - 右上角数字 1 单点^^^B - 右上角数字 2 单点,A - 左上角数字 5 单点^^^B - 右下角数字 4 单点,158,279,49 + 0.0,188、189,B - 右上角数字 2 单点,B - 右下角数字 4 单点,158,279,686048,25 - 0.5
F,7,"Focus","TANGRAM",,,分开,203 + 385、204 + 385、205 + 385、206 + 385,B - 左下角数字 4 单点^^^B - 左上角数字 4 单点,B - 左上角数字 9 蓝条中间^^^B - 左上角数字 8 单点,168,414,58 + 0.0,203、204、205、206、385,B - 左下角数字 4 单点,B - 左上角数字 9 蓝条中间,168,414,1305142,29 + 0.0
I,7,"I Want You to Know","Zedd/Selena Gomez",,,分开,146 + 305,A - 左下角数字 8 蓝条开始^^^B - 右上角数字 10 蓝条开始,A - 左下角数字 3 单点^^^B - 右上角数字 3 单点,224,442,53 + 0.4,146、305,A - 左下角数字 8 蓝条开始,A - 左下角数字 3 单点,224,442,1250309,27 - 0.3
G,7,"孤身","徐秉龙",,红色,分开,79 + 185,A - 左上角数字 8 蓝条开始^^^B - 右上角数字 8 单点,A - 右下角数字 6 单点^^^B - 右上角数字 5 绿条中间,159,302,57 - 0.5,185,B - 右上角数字 8 单点,B - 右上角数字 5 绿条中间,159,302,876405,30 - 0.4
,,"我们很好","林俊杰",,红色,分开,141 + 188,B - 左下角数字 2 蓝条开始^^^B - 左上角数字 3 单点,B - 左上角数字 8 单点^^^B - 右下角数字 8 单点,137,273,53 - 0.5,188,B - 左上角数字 3 单点,B - 右下角数字 8 单点,137,273,716291,27 - 0.2
Z,7,"着陆","白举纲",,红色,分开,84 + 230、84 + 231,A - 左下角数字 2 单点^^^B - 右上角数字 1 单点,A - 右上角数字 5 蓝条结尾^^^B - 左下角数字 7 蓝条中间,160,377,58 + 0.0,230、231,B - 右上角数字 1 单点,B - 左下角数字 7 蓝条中间,160,377,1063998,29 + 0.0
,,"DAYS of DASH","鈴木このみ",,,分开,217 + 502、217 + 503、217 + 502、217 + 503、217 + 502、217 + 503、217 + 502、217 + 503、217 + 502、217 + 503,A - 左下角数字 1 单点^^^B - 右上角数字 1 单点,A - 右下角数字 7 单点^^^B - 左上角数字 7 单点,284,569,61 - 0.2,217、218、502、503,A - 左下角数字 1 单点,A - 右下角数字 7 单点,284,569,1322783,30 + 0.4
,,"BEE","Rothy",,红色,分开,133 + 193、134 + 193、135 + 193、136 + 193、137 + 193,B - 左下角数字 1 单点^^^B - 左上角数字 2 单点,B - 右上角数字 11 蓝条中间^^^B - 右下角数字 8 单点,132,253,44 + 0.0,133、134、135、136、137,B - 左下角数字 1 单点,B - 右上角数字 11 蓝条中间,132,253,669697,23 - 0.1
,,"HIT","SEVENTEEN",,,分开,163 + 319,A - 右上角数字 1 单点^^^B - 左下角数字 1 单点,A - 右下角数字 6 单点^^^B - 左上角数字 6 单点,193,368,52 - 0.2,163、319,A - 右上角数字 1 单点,A - 右下角数字 6 单点,193,368,1062187,26 - 0.1
,,"光耀","梁心颐",,红色,分开,120 + 281、120 + 282、121 + 281、121 + 282,A - 右下角数字 5 单点^^^B - 左上角数字 5 单点,A - 右上角数字 6 单点^^^B - 左下角数字 6 单点,173,334,56 - 0.2,120、121、281、282,A - 右下角数字 5 单点,A - 右上角数字 6 单点,173,334,901617,28 - 0.1
P,6,"Pink Magic","艺声",,红色,分开,110 + 264、110 + 265、131 + 264、131 + 265、132 + 264、132 + 265、226 + 264、226 + 265,A - 左边数字 5 单点^^^B - 右下角数字 2 单点,A - 左上角数字 8 单点^^^B - 右上角数字 3 单点,166,347,51 + 0.0,264、265,B - 右下角数字 2 单点,B - 右上角数字 3 单点,166,347,961240,28 + 0.2
W,7,"我很快乐","刘惜君",,红色,分开,100 + 212、100 + 213、100 + 214、100 + 215、100 + 216、100 + 219、100 + 222、100 + 212、100 + 213、100 + 214,A - 左上角数字 14 单点^^^B - 左边数字 12 绿条结尾,A - 右上角数字 1 单点^^^B - 右上角数字 17 单点,155,315,54 - 0.2,100、101、102、105、108、212、213、214、215、216,A - 左上角数字 14 单点,A - 右上角数字 1 单点,155,315,917659,27 - 0.1
F,8,"浮年盏","刘珂矣",,,分开,197 + 387、198 + 387、343 + 387、344 + 387、387 + 435、387 + 436,A - 右下角数字 1 单点^^^B - 左下角数字 7 蓝条开始,A - 右下角数字 10 单点^^^B - 上面数字 6 单点,233,494,44 - 0.3,387,B - 左下角数字 7 蓝条开始,B - 上面数字 6 单点,233,494,1125074,22 + 0.1
L,6,"流光记","银临",,红色,存气,157 + 266,A - 右上角数字 5 蓝条开始^^^B - 左下角数字 5 蓝条开始,A - 右上角数字 17 单点^^^B - 右边数字 17 单点,175,332,50 - 0.3,260、261、262、263、266、267,B - 右下角数字 1 单点,B - 左上角数字 5 单点,175,332,861371,25 - 0.2
H,6,"好奇的猫","胡66",,红色,分开,117 + 265、117 + 266、117 + 267、117 + 268、118 + 265、118 + 266、118 + 267、118 + 268、119 + 265、119 + 266,A - 左下角数字 3 单点^^^B - 右上角数字 3 单点,A - 左边数字 8 蓝条结尾^^^B - 右边数字 8 蓝条结尾,155,303,50 + 0.0,117、118、119、120、265、266、267、268,A - 左下角数字 3 单点,A - 左边数字 8 蓝条结尾,155,303,893711,25 + 0.0
,,"傻了吧","大张伟",,,分开,254 + 562、255 + 562、256 + 562、257 + 562、258 + 562、259 + 562、260 + 562,B - 右下角数字 1 蓝条开始^^^B - 右上角数字 2 蓝条中间,B - 中间数字 7 单点^^^B - 右下角数字 5 绿条结尾、左下角数字 1 单点,253,608,71 - 0.1,254、255、256、257、258、259、260,B - 右下角数字 1 蓝条开始,B - 中间数字 7 单点,253,608,1730723,36 + 0.0
,,"树洞","欧阳娜娜",,,分开,170 + 356,A - 左下角数字 1 蓝条开始^^^B - 右下角数字 1 蓝条开始,A - 上面数字 6 单点^^^B - 上面数字 6 单点,241,428,51 + 0.0,170、356,A - 左下角数字 1 蓝条开始,A - 上面数字 6 单点,241,428,1142565,26 - 0.5
,,"有你我就不孤单","罗志祥/恺乐/C.T.O",,,分开,177 + 345,A - 右下角数字 7 单点^^^B - 左上角数字 7 单点,A - 左边数字 13 单点^^^B - 右边数字 13 单点,208,436,50 - 0.4,177、345,A - 右下角数字 7 单点,A - 左边数字 13 单点,208,436,1055191,25 - 0.2
,,"Summer Time","倖田來未",,,分开,155 + 210、155 + 378、155 + 433、210 + 378、210 + 433、378 + 433,A - 左上角数字 1 单点^^^A - 右上角数字 1 单点,A - 左下角数字 8 单点^^^A - 右下角数字 8 单点,263,512,70 - 0.4,155、210、378、433,A - 左上角数字 1 单点,A - 左下角数字 8 单点,263,512,1346202,35 - 0.2
,,"好喜欢你","颜人中",,红色,分开,118 + 203,B - 右下角数字 1 单点^^^B - 右上角数字 1 单点,B - 右上角数字 15 单点^^^B - 左上角数字 5 单点,108,237,45 + 0.4,118,B - 右下角数字 1 单点,B - 右上角数字 15 单点,108,237,609379,25 - 0.2
L,8,"Light","San Holo",,,分开,257 + 305、257 + 306、257 + 307、257 + 308、258 + 305、258 + 306、258 + 307、258 + 308,B - 右下角数字 1 单点^^^B - 右上角数字 1 单点,B - 右边数字 4 蓝条结尾^^^B - 右上角数字 4 单点,213,435,49 + 0.0,257、258,B - 右下角数字 1 单点,B - 右边数字 4 蓝条结尾,213,435,1149268,25 + 0.0
A,9,"Another(Feat. 王嘉尔)","秦奋",,,分开,118 + 367、118 + 368、118 + 367、118 + 368、118 + 367、118 + 368、118 + 367、118 + 368、118 + 367、118 + 368,A - 下面数字 1 单点^^^B - 右下角数字 1 单点,A - 右边数字 5 单点^^^B - 下面数字 5 单点,257,536,54 - 0.1,367、368,B - 右下角数字 1 单点,B - 下面数字 5 单点,257,536,1546799,29 - 0.1
,,"カーストルーム","ZAQ",,,分开,122 + 354,A - 右上角数字 4 单点^^^B - 左下角数字 4 单点,A - 左上角数字 8 蓝条结尾、右边数字 9 单点^^^B - 右下角数字 8 蓝条结尾、左边数字 9 单点,219,520,53 - 0.2,122、354,A - 右上角数字 4 单点,A - 左上角数字 8 蓝条结尾、右边数字 9 单点,219,520,1264795,26 + 0.4
,,"Ring of Fortune","佐々木恵梨",,,存气,253 + 306,A - 左上角数字 1 单点^^^B - 右上角数字 4 单点,A - 右下角数字 3 单点^^^B - 右边数字 4 单点,274,554,53 - 0.3,301,B - 左下角数字 1 单点,B - 左上角数字 6 绿条开始,274,554,1495567,26 + 0.1
W,8,"我要飞","飞儿乐团",,,分开,209 + 388、210 + 388、215 + 388、216 + 388,B - 右上角数字 1 蓝条开始^^^B - 左上角数字 14 蓝条开始,B - 左上角数字 1 蓝条结尾^^^B - 左边数字 9 单点,208,414,52 + 0.0,209、210、215、216,B - 右上角数字 1 蓝条开始,B - 左上角数字 1 蓝条结尾,208,414,1096149,27 + 0.1
,,"世界は恋に落ちている","CHiCO with HoneyWorks",,红色,分开,104 + 323、104 + 324、104 + 325、104 + 326、104 + 327、105 + 323、105 + 324、105 + 325、105 + 326、105 + 327,A - 右下角数字 1 单点^^^B - 左上角数字 1 单点,A - 下面数字 6 单点^^^B - 上面数字 6 单点,205,422,60 + 0.0,104、105、106、107、108、323、324、325、326、327,A - 右下角数字 1 单点,A - 下面数字 6 单点,205,422,1127347,30 + 0.0
,,"别再靠近我了","陈雪凝",,红色,分开,42 + 128、42 + 129,A - 左边数字 5 单点^^^A - 右上角数字 4 单点,A - 左下角数字 8 单点^^^A - 右下角数字 7 单点,221,392,58 + 0.0,128、129,A - 右上角数字 4 单点,A - 右下角数字 7 单点,221,392,1050010,29 + 0.0
,,"Talking to Myself","Linkin Park",,,分开,164 + 317,A - 右上角数字 4 单点^^^B - 左下角数字 4 单点,A - 左上角数字 10 蓝条结尾^^^B - 右下角数字 10 蓝条结尾,250,427,56 + 0.0,164、317,A - 右上角数字 4 单点,A - 左上角数字 10 蓝条结尾,250,427,1241028,28 + 0.0
